file,Epochs,SSIM,PSNR,G_loss
events.out.tfevents.1772444013.cse-sdpl-HP-Z4-G5-Workstation-Desktop-PC.25708.0,100,0.5583760142326355,20.592031478881836,11.223358154296875
events.out.tfevents.1772447444.cse-sdpl-HP-Z4-G5-Workstation-Desktop-PC.36157.0,100,0.5810940861701965,17.613990783691406,10.363152503967285
events.out.tfevents.1772454490.cse-sdpl-HP-Z4-G5-Workstation-Desktop-PC.46530.0,100,0.8264356255531311,26.710580825805664,10.494173049926758
events.out.tfevents.1772454767.cse-sdpl-HP-Z4-G5-Workstation-Desktop-PC.47726.0,100,0.27598699927330017,16.749759674072266,13.27247142791748
events.out.tfevents.1772453876.cse-sdpl-HP-Z4-G5-Workstation-Desktop-PC.44930.0,100,0.5899741053581238,17.10512924194336,14.27702522277832
